iter	Accuracy	Logloss
475	0.9852788778	0.03757737902
476	0.9852720148	0.0375473238
477	0.9853063297	0.03749003211
478	0.9853406447	0.03744998494
479	0.9853955487	0.03741746722
480	0.9854298636	0.03738876939
481	0.9854641786	0.03733892306
482	0.9854161376	0.03726653552
483	0.9854367266	0.03724828612
484	0.9854984936	0.03714622303
485	0.9855190826	0.03710614927
486	0.9855190826	0.037046181
487	0.9855739865	0.03700293659
488	0.9856083015	0.03696603565
489	0.9856288905	0.03694109754
490	0.9856494794	0.03691958927
491	0.9856494794	0.03689907141
492	0.9857112464	0.03684273686
493	0.9857386984	0.0367942973
494	0.9857661503	0.03673876855
495	0.9857730133	0.03673012897
496	0.9858004653	0.03670365259
497	0.9858690953	0.0366205218
498	0.9858553693	0.03657946249
499	0.9858690953	0.03650793827
500	0.9858347803	0.03646354988
501	0.9859308622	0.03640112245
502	0.9859377252	0.03636265924
503	0.9859445882	0.03634875265
504	0.9859583142	0.0363330169
505	0.9859583142	0.03629663376
506	0.9860406701	0.03624848913
507	0.9860612591	0.03621547021
508	0.9860818481	0.03619705832
509	0.9860475331	0.03614358806
510	0.9860612591	0.03613066534
511	0.9860887111	0.03606681467
512	0.9860955741	0.03601835756
513	0.986136752	0.03598615661
514	0.986143615	0.0359740864
515	0.986171067	0.03595013729
516	0.986184793	0.03593260187
517	0.986198519	0.03592294513
518	0.986205382	0.03590624206
519	0.9862191079	0.03585947114
520	0.9862808749	0.03582898746
521	0.9862465599	0.03579788406
522	0.9862671489	0.03577643997
523	0.9862602859	0.03575308645
524	0.9862671489	0.03573777323
525	0.9862877379	0.03570335551
526	0.9862946009	0.03567424379
527	0.9862808749	0.03562848624
528	0.9863289159	0.03557423383
529	0.9863495048	0.03550670963
530	0.9863495048	0.03546064414
531	0.9864181348	0.0353956374
532	0.9864318608	0.03537914793
533	0.9864318608	0.03536637534
534	0.9864112718	0.03535240088
535	0.9864318608	0.03534568815
536	0.9864455868	0.03531076412
537	0.9864730387	0.0352837153
538	0.9865004907	0.0352508035
539	0.9864730387	0.03520436827
540	0.9864593127	0.03518872612
541	0.9865004907	0.03516275115
542	0.9865210797	0.03511213779
543	0.9865622577	0.03508321025
544	0.9865691206	0.03506360183
545	0.9866102986	0.03502268452
546	0.9866102986	0.03495045108
547	0.9866308876	0.03493136518
548	0.9866377506	0.03489329056
549	0.9866857915	0.03487907441
550	0.9866583396	0.03486125998
551	0.9866995175	0.03479514264
552	0.9867063805	0.0347849111
553	0.9867132435	0.03476112436
554	0.9867406955	0.03474270366
555	0.9867269695	0.0346891538
556	0.9867132435	0.03465276369
557	0.9866995175	0.03459560888
558	0.9866995175	0.03454323586
559	0.9866926545	0.03451124696
560	0.9866720656	0.03445906253
561	0.9866995175	0.03440669268
562	0.9867269695	0.03436880199
563	0.9867955994	0.03432208542
564	0.9868093254	0.03429873553
565	0.9868161884	0.03426691859
566	0.9868024624	0.03419648739
567	0.9867955994	0.0341524118
568	0.9868024624	0.03409654949
569	0.9868024624	0.0340737839
570	0.9868710924	0.03401699841
571	0.9868848184	0.03400113439
572	0.9868985444	0.03395254787
573	0.9869259963	0.03392025958
574	0.9869603113	0.03387569098
575	0.9869809003	0.0338624359
576	0.9869809003	0.03383078462
577	0.9870220783	0.03377703824
578	0.9870220783	0.03375670395
579	0.9870358042	0.03371019388
580	0.9871250232	0.03365947571
581	0.9871593381	0.03362391611
582	0.9872279681	0.03358443083
583	0.9872073791	0.0335282786
584	0.98725542	0.03351507732
585	0.98732405	0.03347224638
586	0.987344639	0.03344029471
587	0.987358365	0.03339340743
588	0.987365228	0.03335628005
589	0.9874269949	0.03330705621
590	0.9874475839	0.03324800574
591	0.9875024878	0.03320241799
592	0.9875162138	0.03316069258
593	0.9875368028	0.03314560316
594	0.9875436658	0.03312243298
595	0.9875573918	0.03307239176
596	0.9875642548	0.03304750275
597	0.9875917068	0.03303829707
598	0.9876054327	0.03298261857
599	0.9876466107	0.03293469659
600	0.9876603367	0.03288561795
601	0.9876877887	0.03287651373
602	0.9876809257	0.03285293381
603	0.9877221036	0.03280204777
604	0.9877289666	0.03277650971
605	0.9877152407	0.0327165445
606	0.9877358296	0.03267538619
607	0.9877770076	0.03265231611
608	0.9877358296	0.03262143782
609	0.9877495556	0.03252966235
610	0.9877975966	0.03247241513
611	0.9878181856	0.03241696767
612	0.9878113226	0.03237254796
613	0.9878250486	0.03232780101
614	0.9878181856	0.03227988166
615	0.9878662265	0.03225093796
616	0.9878525005	0.03222990174
617	0.9879005415	0.0321861484
618	0.9879348565	0.03217701116
619	0.9879485824	0.03214647889
620	0.9880240754	0.03210140672
621	0.9880515274	0.03208897666
622	0.9880995683	0.03204113066
623	0.9880927053	0.03202147913
624	0.9881956502	0.03197015857
625	0.9882231022	0.03195398595
626	0.9882299652	0.03192987078
627	0.9882436912	0.03187806275
628	0.9882162392	0.0318354571
629	0.9882574172	0.03178795441
630	0.9882436912	0.03176588184
631	0.9882642802	0.03174063522
632	0.9882848692	0.03171556871
633	0.9883329101	0.03168400707
634	0.9883191841	0.03166250157
635	0.9883123211	0.03164156899
636	0.9883603621	0.03159849286
637	0.9883672251	0.03158482349
638	0.988408403	0.03153235378
639	0.988415266	0.03151471635
640	0.988415266	0.03149041731
641	0.988422129	0.03145481815
642	0.988435855	0.03138863242
643	0.988415266	0.03137030964
644	0.988428992	0.03134795615
645	0.988435855	0.03133444576
646	0.98847017	0.03130271559
647	0.988511348	0.03126722793
648	0.9885250739	0.03122469371
649	0.9885319369	0.03120128145
650	0.9885456629	0.03117783904
651	0.9885799779	0.03116084705
652	0.988518211	0.03111544106
653	0.9885799779	0.03105639299
654	0.9885937039	0.03104260486
655	0.9886280189	0.03102290858
656	0.9886280189	0.03101283423
657	0.9886486078	0.03100038192
658	0.9886280189	0.03096727003
659	0.9886348819	0.03094228499
660	0.9886829228	0.03091880406
661	0.9887103748	0.03090496044
662	0.9887035118	0.03087591215
663	0.9887035118	0.03084127485
664	0.9887035118	0.03082320107
665	0.9887927307	0.03077124978
666	0.9887927307	0.03075427612
667	0.9887790047	0.03073249574
668	0.9888064567	0.03066686263
669	0.9887858677	0.03063855859
670	0.9888064567	0.03060680888
671	0.9888339087	0.03055516589
672	0.9888956756	0.03052609225
673	0.9889299906	0.03050418329
674	0.9889848946	0.03046572964
675	0.9889780316	0.03044805886
676	0.9889917575	0.03041178937
677	0.9889917575	0.03037020789
678	0.9890466615	0.03034965054
679	0.9891084284	0.0303105913
680	0.9891221544	0.03029232041
681	0.9891427434	0.03027989804
682	0.9891358804	0.03027395407
683	0.9892182363	0.03021157142
684	0.9891976474	0.03018010285
685	0.9891839214	0.03015044272
686	0.9891701954	0.0301178556
687	0.9891976474	0.03008737888
688	0.9892319623	0.03005478255
689	0.9892456883	0.03001678357
690	0.9892662773	0.02998763516
691	0.9893143183	0.02995450951
692	0.9893349072	0.02993792214
693	0.9893005923	0.02990570016
694	0.9893349072	0.02987796536
695	0.9893554962	0.02983918069
696	0.9893623592	0.02981004632
697	0.9893898112	0.02978040735
698	0.9894172632	0.02973804501
699	0.9894378522	0.02972474297
700	0.9894447152	0.029712773
701	0.9894858931	0.02968924527
702	0.9894790301	0.02967197689
703	0.9894721671	0.02966834321
704	0.9895270711	0.02963726191
705	0.9895339341	0.02961727617
706	0.9895613861	0.02959061911
707	0.989568249	0.02958097366
708	0.9895613861	0.02956287037
709	0.9895545231	0.02954350651
710	0.989630016	0.02951144389
711	0.989650605	0.02949766978
712	0.989650605	0.02948040732
713	0.989671194	0.02946699635
714	0.989657468	0.02944966717
715	0.9896780569	0.02943000097
716	0.9896986459	0.02941402104
717	0.9897123719	0.02940134567
718	0.9896917829	0.02939352052
719	0.9897123719	0.02936057652
720	0.9897123719	0.02932465061
721	0.9897329609	0.02929625755
722	0.9897329609	0.0292814941
723	0.9897329609	0.02925652118
724	0.9897672759	0.0292084834
725	0.9897878649	0.02917966507
726	0.9898084538	0.02916163934
727	0.9898290428	0.02914159062
728	0.9898359058	0.02912063249
729	0.9898496318	0.02909549997
730	0.9898976728	0.02905216917
731	0.9899251247	0.02902042511
732	0.9899525767	0.02896951721
733	0.9899594397	0.02893725678
734	0.9899731657	0.02889024587
735	0.9900212067	0.02885260288
736	0.9900349326	0.02883304537
737	0.9900623846	0.02881893607
738	0.9900623846	0.02880060919
739	0.9900623846	0.02878074934
740	0.9900761106	0.02875689487
741	0.9900829736	0.02872270824
742	0.9900898366	0.0286616888
743	0.9901447405	0.02863329532
744	0.9901104256	0.02860095927
745	0.9901241516	0.02858316739
746	0.9901378776	0.02856589184
747	0.9901721925	0.02854233183
748	0.9901721925	0.02850807765
749	0.9901584665	0.02849717006
750	0.9901790555	0.02848975093
751	0.9901859185	0.02846641103
752	0.9901996445	0.02845308702
753	0.9902270965	0.02844212321
754	0.9902408225	0.02842975963
755	0.9902476855	0.02840683367
756	0.9902682744	0.02838511637
757	0.9902682744	0.02833893423
758	0.9902682744	0.02831727894
759	0.9903094524	0.02826912211
760	0.9903300414	0.02824906483
761	0.9903163154	0.02823270122
762	0.9903369044	0.02821524282
763	0.9903231784	0.02820732308
764	0.9903780823	0.02817376696
765	0.9904261233	0.02813051748
766	0.9904261233	0.02812331359
767	0.9904055343	0.02809247221
768	0.9904055343	0.02808202536
769	0.9904055343	0.02807529763
770	0.9904055343	0.02806048328
771	0.9904878902	0.02801888969
772	0.9905016162	0.02800773444
773	0.9905016162	0.02799952458
774	0.9905427942	0.02796079942
775	0.9905427942	0.0279410421
776	0.9905565202	0.02789980429
777	0.9905496572	0.0278974911
778	0.9905496572	0.02787885497
779	0.9905427942	0.02786804219
780	0.9905839722	0.02782970742
781	0.9906320131	0.02780888647
782	0.9906388761	0.02779015936
783	0.9906457391	0.02777864667
784	0.9906526021	0.02777221717
785	0.9906937801	0.02774142857
786	0.9907075061	0.02772506676
787	0.990728095	0.02769188483
788	0.9906869171	0.02765507651
789	0.9907143691	0.0276317733
790	0.9906937801	0.02759933221
791	0.9907075061	0.02755761538
792	0.9907143691	0.02755026606
793	0.9907143691	0.027535802
794	0.9907143691	0.02752207819
795	0.990748684	0.02747658882
796	0.990769273	0.02744584202
797	0.990810451	0.02740524751
798	0.990803588	0.02738485626
799	0.990817314	0.02736329656
800	0.990803588	0.02734632731
801	0.990817314	0.02729598817
802	0.9908379029	0.02725758074
803	0.9908996699	0.02720966535
804	0.9909202589	0.02720382533
805	0.9909065329	0.02718777897
806	0.9909682998	0.0271604346
807	0.9909408479	0.02712687187
808	0.9909408479	0.02710815972
809	0.9909614368	0.02708498047
810	0.9909820258	0.02707496712
811	0.9909820258	0.02704891108
812	0.9910094778	0.02703360377
813	0.9910300668	0.02700034345
814	0.9910781077	0.02695974761
815	0.9910849707	0.0269319236
816	0.9910849707	0.02691338436
817	0.9910986967	0.02688403977
818	0.9911192857	0.02686213345
819	0.9911192857	0.02685402751
820	0.9911604637	0.02681780646
821	0.9911330117	0.02680779087
822	0.9912222306	0.02678341436
823	0.9912290936	0.02675961546
824	0.9912290936	0.02673772224
825	0.9912290936	0.02671522178
826	0.9912565456	0.02668004094
827	0.9912702716	0.02666558403
828	0.9912771346	0.02664416246
829	0.9912908606	0.02662857672
830	0.9912908606	0.02661664206
831	0.9912977235	0.02661138726
832	0.9913389015	0.02657761509
833	0.9913594905	0.02654974836
834	0.9913732165	0.02653158695
835	0.9913869425	0.02652316153
836	0.9913869425	0.02649886192
837	0.9913800795	0.02645651382
838	0.9914143944	0.02642218768
839	0.9914143944	0.02640650413
840	0.9914075314	0.02639266972
841	0.9914143944	0.02638360013
842	0.9914349834	0.0263478636
843	0.9914555724	0.0263290889
844	0.9914692984	0.02631992395
845	0.9914692984	0.02629386464
846	0.9914692984	0.02628472175
847	0.9914967504	0.02627327293
848	0.9914830244	0.0262584886
849	0.9914624354	0.02625320851
850	0.9914692984	0.02624302522
851	0.9914830244	0.02623611476
852	0.9914830244	0.02621790253
853	0.9914830244	0.02619989571
854	0.9915036134	0.02618365688
855	0.9914761614	0.02617380237
856	0.9914830244	0.0261352296
857	0.9914624354	0.02610561757
858	0.9914830244	0.02609737487
859	0.9915104764	0.02607191769
860	0.9914967504	0.02605688627
861	0.9915104764	0.02604797438
862	0.9915242023	0.02602705946
863	0.9915516543	0.02599161093
864	0.9915859693	0.02595762805
865	0.9915859693	0.02593331799
866	0.9915791063	0.02591036067
867	0.9915722433	0.02590059195
868	0.9915859693	0.02587615937
869	0.9916202843	0.02584424632
870	0.9916202843	0.02582794585
871	0.9916340103	0.02581923788
872	0.9916751882	0.02578763987
873	0.9916477362	0.02578027106
874	0.9916477362	0.02577462504
875	0.9916477362	0.02577119413
876	0.9916614622	0.02575790134
877	0.9917095032	0.02571984986
878	0.9917026402	0.02571211829
879	0.9917369552	0.02568438666
880	0.9917300922	0.02566226364
881	0.9917300922	0.02565184921
882	0.9917232292	0.0256310578
883	0.9917712701	0.02560321851
884	0.9917644071	0.02559690542
885	0.9917849961	0.02558328817
886	0.9918055851	0.02556772292
887	0.9917918591	0.02556318229
888	0.9917987221	0.02553895014
889	0.9918055851	0.02553694781
890	0.9918261741	0.02552428582
891	0.9918193111	0.02550524226
892	0.9918536261	0.02547583402
893	0.991881078	0.02545032658
894	0.991922256	0.02541922806
895	0.991901667	0.02539723106
896	0.991915393	0.02537760686
897	0.991970297	0.02534921983
898	0.9919840229	0.02531313202
899	0.9919840229	0.02528522018
900	0.9919977489	0.02526106177
901	0.9920046119	0.02524419434
902	0.9920046119	0.02523727739
903	0.9920183379	0.02522293567
904	0.9920183379	0.02520675549
905	0.9920389269	0.02517920124
906	0.9920595159	0.02514942578
907	0.9920732419	0.02513673139
908	0.9921006938	0.02510679652
909	0.9921075568	0.02507653687
910	0.9921144198	0.02506304791
911	0.9921350088	0.02502381536
912	0.9921350088	0.02501771637
913	0.9921830498	0.02497129835
914	0.9922448167	0.02492209323
915	0.9922585427	0.02489125229
916	0.9922791317	0.02485673295
917	0.9922791317	0.02484546829
918	0.9922585427	0.02482765718
919	0.9922585427	0.0248026054
920	0.9922585427	0.02478540145
921	0.9922722687	0.02477476897
922	0.9922722687	0.02476496954
923	0.9923134467	0.02472928818
924	0.9923065837	0.02471338051
925	0.9923340356	0.02468474704
926	0.9923271727	0.02465252414
927	0.9923408986	0.02462382573
928	0.9923546246	0.02461005267
929	0.9923477616	0.02459694897
930	0.9923340356	0.02458737775
931	0.9923408986	0.02456635781
932	0.9923683506	0.02455927707
933	0.9923614876	0.02453163651
934	0.9923683506	0.0245054374
935	0.9924026656	0.02447938811
936	0.9924026656	0.02447690049
937	0.9923958026	0.02446894036
938	0.9923820766	0.02445312552
939	0.9923889396	0.02444219784
940	0.9923958026	0.02443182151
941	0.9924301176	0.02439697087
942	0.9924712955	0.02438244542
943	0.9924712955	0.02438037195
944	0.9924712955	0.02435802974
945	0.9925056105	0.02435074333
